x1,x2,x3,y
0.511942218869,0.412118485242,0.540302305868,3.13513359407
-0.385495035898,-0.756802495308,0.753902254343,1.18965565737
-0.0166378209851,0.989358246623,0.540302305868,2.4040293201
0.786973424983,0.14112000806,1.0,6.35996967803
0.395975554823,0.656986598719,0.540302305868,2.8825578735
1.41801127326,-0.279415498199,0.96017028665,5.96444747979
2.41666215151,0.0,-0.653643620864,8.67681330186
0.0107047943288,0.656986598719,-0.653643620864,3.80298438425
0.356687666195,-0.279415498199,-0.911130261885,2.43446475337
-0.12180841135,0.909297426826,-0.653643620864,-1.36812576396
-0.705521885709,0.909297426826,0.283662185463,1.21706178895
0.310448479879,0.841470984808,-0.416146836547,0.623834901656
0.034632290888,-0.756802495308,1.0,-1.542609289
0.428555241842,0.909297426826,-0.911130261885,0.342946019628
-0.441956081264,0.14112000806,0.540302305868,2.48091970963
-0.592215024338,0.14112000806,0.753902254343,-0.0760544276422
0.460261664955,0.989358246623,0.283662185463,1.14299823771
-1.47711468197,-0.958924274663,0.96017028665,-0.890733916304
-0.180905828336,0.412118485242,-0.145500033809,-6.20715695995
1.7141192412,0.909297426826,-0.653643620864,3.54804751811
-0.111305778166,0.14112000806,1.0,4.57207141482
1.46318698659,-0.756802495308,0.753902254343,7.68871920173
2.67239201707,0.909297426826,1.0,8.52141077914
-0.0630986616936,0.14112000806,-0.416146836547,1.46419497364
-0.380736098152,0.14112000806,-0.653643620864,-2.68747377225
-1.18051936406,0.14112000806,1.0,-2.77927001647
-0.303295103376,0.412118485242,0.96017028665,0.455726038098
1.4535206231,0.14112000806,-0.145500033809,5.80350974052
-0.513443892679,0.0,1.0,0.43043577
1.83119766416,0.14112000806,0.283662185463,8.3328176685
0.310270361417,-0.958924274663,1.0,3.90165219282
-0.896669858813,0.412118485242,0.753902254343,1.8375814323
-0.333914975998,0.909297426826,-0.9899924966,-0.496321035681
0.0433309705121,-0.756802495308,0.283662185463,4.42929946705
-0.396459158671,0.909297426826,0.540302305868,0.137696048302
-0.0257704489275,0.909297426826,-0.416146836547,-2.12036395123
1.82314655654,0.0,-0.9899924966,7.45869008554
-0.410857519094,-0.279415498199,0.283662185463,0.835458017462
-0.928132306215,0.412118485242,0.283662185463,-1.03479028173
0.227578427061,0.841470984808,0.96017028665,3.07892868856
0.775948941873,-0.756802495308,-0.416146836547,4.81688081207
0.117166679679,0.909297426826,0.283662185463,2.17153133473
0.0471179145843,0.412118485242,-0.9899924966,5.38767189189
-0.201277762145,0.989358246623,1.0,1.1035473765
-0.105683031555,0.909297426826,-0.145500033809,3.28283459383
0.416757879105,0.656986598719,1.0,5.30364905075
